Website,window.onload,Math.random,String.prototype.replace,document.createElement,document.addEventListener,String.prototype.concat,document.removeEventListener,String.prototype.charCodeAt,document.write,document.getElementById,document.cookie (get),String.prototype.search,Array.prototype.indexOf,document.getElementsByTagName,document.hasOwnProperty,document.elementFromPoint,String.fromCharCode,String.prototype.charAt,Math.log,window.eval,String.prototype.substring,window.Uint8Array,document.cookie (set),window.setInterval,window.Blob,window.URL.createObjectURL,window.atob,window.unescape,window.escape,HTMLCanvasElement.prototype.toDataURL,navigator.sendBeacon,window.URL.revokeObjectURL,Image,document.writeln,document.contains,document.getElementsByClassName,document.open,document.valueOf,document.getRootNode
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/chorus-33366859faf801807147.html",1,1,1,25,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/7470_Vox_SBNation_Prebid_DM.html",1,1,1,0,0,64,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/apstag.html",1,20,0,0,1,249,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/ca61b1a518e6b630ce7ef9ee81d1dfdf459f91.main.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/concert_ads.html",1,4,196,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/quant.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/pub.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/concert_ads-0c4d7078fca2c8aa0aa5.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/otSDKStub.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/concert-concierge.2.8.0.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_athleticsnation_com/gpt.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_dorothythompson_blogspot_com/platform.html",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_dorothythompson_blogspot_com/2263754362-widgets.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_dorothythompson_blogspot_com/stblogger2.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_greatnavalimages_com/theme-bundle.font.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_greatnavalimages_com/csrf-protection-header-5eeddd5de78d98d146ef4fd71b2aedce4161903e.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_greatnavalimages_com/jquery.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_greatnavalimages_com/theme-bundle.head_async.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/hubpages_com/c.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/doppler.967dd8a2.min.html",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/810.88ca8874cbde9eee.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/472.e1148c5bafb3a950.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/shamanNotifier.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/839.c5fbe30713660bc2.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/906.9074f6a2ebcba27a.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/25.ac33645cc16ba921.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/runtime.32b530ddc0b7f624.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/792.eb4d805ed46a72b7.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/gae-dls.c45e7e861528c3e9.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/299.7c8b98e0afe062e5.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/optanon-v1.1.0.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/436.cc8cdce7adf91b34.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/977.7cf006d5a60b9269.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/otSDKStub.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/vendor.40b0771489290140.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/749.4c5d1955f596fb23.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/186.69b6ef6bd6b35381.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_style_mtv_com/362.faa7a9f47af2809e.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/jquery.countdown.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/MIN-111000.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/common.0eadfe0fa35ba4496012.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/vendor.e45a1924fc191fea1aae.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/watch.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/sync.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/timezones.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/fbevents.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/26196.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/rolex-core-1.4.2.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/index.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/modernizr.custom.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/main.31edcbc033b79895e3d5.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/jquery.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/mi-1.17.1.252.html",1,46,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/www-widgetapi.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/ob.html",1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_australianopen_com/gpt.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_spankwire_com/timings-1.0.0.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_spankwire_com/load-1.0.3.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_spankwire_com/embeddedads.es6.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/ylc_1.9.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/recaptcha__en.html",1,5,9,0,0,0,0,38,0,0,0,0,0,0,0,0,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/ytimes.runningcart.page.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/ytimes-reviews.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/search-magic-is-priorservice.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/recs-1.3.2.2.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/analytics.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/api.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/jquery.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_priorservice_com/beacon-a9518fc6e4.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_feuer_wehr_de/embed.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_feuer_wehr_de/base.html",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_feuer_wehr_de/www-embed-player.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_skirennlauf_de/avia-head-scripts-1dcaec7ca9fdf7e163df8d3c9af0e2b5---67501dd56a8de.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_skirennlauf_de/avia-footer-scripts-f86cc9ec56c0c697c96167d67fdcc902---67501dd5b5037.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_skirennlauf_de/avia-footer-scripts-f86cc9ec56c0c697c96167d67fdcc902---672353a04fd78.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_skirennlauf_de/avia-head-scripts-1dcaec7ca9fdf7e163df8d3c9af0e2b5---672353a01721b.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_skirennlauf_de/wp-slimstat.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/360-ed54a4b770b0bd2b.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/framework-4dbb925ee1a73d1d.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/_app-9a2a82c168d50a05.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/webpack-31d9e05a32e9de2a.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/24-3b66365534c6aef4.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/_buildManifest.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/main-5d820b77097fe767.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/d9b2f882-564653cdf6926302.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/%5B%5B...path%5D%5D-b1a95c1061881279.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_livenation_co_uk/_ssgManifest.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/send-web-vitals.3541311f.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/worker-caller.4828e9f7.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/web-vitals.attribution.iife.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/newsletter-preferences-popup.6013ac6f.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/sentinel_lib.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/ebx.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/analytics.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_movieweb_com/valnet-login.f39717b6.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_riverfronttimes_com/rocket-loader.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"https://randomnameless.github.io/MaliciousJSDataset/wobfruscated/wobfruscated/www_conroyclass_weebly_com/jquery.min.html",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
